Created,Domain,Title
1494578703.0,abcnews.go.com,US signs international declaration on climate change despite Trump's past statements
1494580104.0,abcnews.go.com,"Dozens hurt, 1 dead in violent day of protests in Venezuela"
1494567801.0,abcnews.go.com,Attorney: At least 65 Venezuelan military members detained
1494588155.0,abcnews.go.com,"China, US reach agreement on beef, poultry and natural gas"
1494568501.0,abcnews.go.com,Latest fighting kills 37 people in Central African Republic
1494555442.0,abcnews.go.com,"After the new president, new faces for France's parliament"
1494557616.0,abcnews.go.com,India PM arrives in Sri Lanka for UN Buddhist celebration
1494555379.0,abcnews.go.com,Nigeria negotiating with Boko Haram for more Chibok releases
1494545552.0,abcnews.go.com,Brazilian boy's survival of brain injury is Fatima 'miracle'
1494535570.0,abcnews.go.com,'Wages won't keep up:' UK central bank says inflation biting
1494535728.0,abcnews.go.com,China's 'Silk Road' stirs unease over its strategic goals
1494538911.0,abcnews.go.com,Macron's mission to revitalize French economy won't be easy
1494502383.0,abcnews.go.com,"Dozens hurt, 1 dead in violent day of protests in Venezuela — A 27-year-old man killed Wednesday during another day of violent clashes in Venezuela's capital. More than 1,300 people have been detained in the unrest, not including 250 civilians who have been presented before military tribunals"
1494472967.0,abcnews.go.com,Thousands of people are rallying in the Czech Republic's capital and other cities against President Milos Zeman and Finance Minister Andrej Babis. The demonstrations follows Prime Minister Bohuslav Sobotka asking the president to get rid of the finance minister over his unexplained business dealings
1494462855.0,abcnews.go.com,"US reps, Dalai Lama take aim at China sore spot Tibet"
1494427769.0,abcnews.go.com,North Korea running a popular hostel in downtown Berlin.
1494418664.0,abcnews.go.com,Hundreds evacuated in Venezuela as tear gas seeps into homes
1494413379.0,abcnews.go.com,South Sudan says divisive army chief of staff removed
1494408916.0,abcnews.go.com,[Latest] Jakarta governor sentenced to 2 years prison for blasphemy
1494372810.0,abcnews.go.com,Officials fear Russia could try to target US through popular software firm under FBI scrutiny
1494374087.0,abcnews.go.com,US Navy ship collides with South Korean fishing boat
1494383695.0,abcnews.go.com,Big child webcam sex bust reveals rising abuse
1494379591.0,abcnews.go.com,Nobel Prize winner to step down as chair of peace group
1494358737.0,abcnews.go.com,Jakarta governor sentenced to 2 years prison for blasphemy
1494358313.0,abcnews.go.com,The Latest: South Korea exit polls see win for liberal Moon
1494357485.0,abcnews.go.com,Facebook removes accounts in fight against fake news
1494358687.0,abcnews.go.com,"The Latest: Paris police move 1,600 from refugee tent camps"
1494370703.0,abcnews.go.com,Liberal Moon Jae-in claims victory in South Korean presidential election after rivals concede
1494358543.0,abcnews.go.com,UN: Up to 245 missing after 2 Mediterranean shipwrecks
1494366124.0,abcnews.go.com,Turkey seeks 40 separate life terms for nightclub attacker
1494354849.0,abcnews.go.com,Car bomb in Thailand's Muslim-dominated south wounds over 50
1494312194.0,abcnews.go.com,Police operation underway at Paris' Gare du Nord station
1494305488.0,abcnews.go.com,North Korea is claiming to be the victim of state sponsored terrorism
1494293605.0,abcnews.go.com,"Car bomb hits Mogadishu cafe, killing 5, say Somalia police"
1494299389.0,abcnews.go.com,North Korea claims plot reveals US state-sponsored terrorism
1494293282.0,abcnews.go.com,Hungary's president urges civility in political discourse
1494292072.0,abcnews.go.com,South African police fire rubber bullets to quell riot
1494276112.0,abcnews.go.com,"Iran's Defence Minister has warned Saudi Arabia after their Prince remarked that Saudi Arabia would invade Iran. The Iranian General said he would advise against ""such stupidity""."
1494277870.0,abcnews.go.com,Hungary's president urges civility in political discourse
1494277624.0,abcnews.go.com,"Japan, India to strengthen defense cooperation"
1494261284.0,abcnews.go.com,"Syrian rebels, families start leaving Damascus neighborhood"
1494205402.0,abcnews.go.com,The Latest: German polls: Merkel party leads in local vote
1494207789.0,abcnews.go.com,Nepal wants to limit age for Everest after 85-year-old dies
1494219926.0,abcnews.go.com,Leader of ISIS in Afghanistan killed
1494207242.0,abcnews.go.com,"Floods drive nearly 1,900 from homes in Canada's Quebec"
1494206355.0,abcnews.go.com,Nepal wants to limit age for Everest after 85-year-old dies
1494205537.0,abcnews.go.com,Vote in northern Germany a test for Merkel's challenger
1494208006.0,abcnews.go.com,Egypt expects second tranche of IMF loan in June
1494193185.0,abcnews.go.com,Nepal wants to limit age for Everest after 85-year-old dies
1494190955.0,abcnews.go.com,"Tense France chooses new president, deciding Europe's fate"
1494192733.0,abcnews.go.com,Experts meet in Egypt over moving King Tut property
1494192526.0,abcnews.go.com,Somalia says regional al-Shabab leader is killed in raid
1494192895.0,abcnews.go.com,82 freed Chibok schoolgirls arrive in Nigeria's capital
1494154797.0,abcnews.go.com,"Nepal man, 85, dies trying to become oldest Everest climber"
1494047534.0,abcnews.go.com,Turkey sacks 107 judges and prosecutors linked to Gulen
1494033869.0,abcnews.go.com,Iraq PM: No US combat troops to stay in Iraq after IS
1494036315.0,abcnews.go.com,Navy SEAL first US combat death in Somalia since 1993
1494035296.0,abcnews.go.com,"North Korea accuses US, South Korea of assassination attempt"
1494026836.0,abcnews.go.com,"Three former South African heads of state teamed to criticize President Jacob Zuma, who faces growing calls to step down after a series of corruption scandals."
1494023339.0,abcnews.go.com,Belgian prime minister says European Union should end Turkey's membership bid
1494023301.0,abcnews.go.com,"In Ukraine, feeling grows that the east is lost to Russia"
1494020447.0,abcnews.go.com,Abbas warns of painful steps against Palestinian rival Hamas
1494014157.0,abcnews.go.com,Germany arrests Syrian suspected of IS membership
1494023267.0,abcnews.go.com,Indonesian authorities are searching for scores of inmates who escaped Friday from an overcrowded prison on Sumatra island.
1493979130.0,abcnews.go.com,Trump praises Australian universal health care system at meeting with prime minister
1493956021.0,abcnews.go.com,Death toll in Venezuela protests up to 36 with police death
1493944080.0,abcnews.go.com,Death toll in Venezuela protests up to 36 with police death
1493907462.0,abcnews.go.com,"Buckingham Palace official to AP: Royal household staff called to meeting but ""no cause for concern"""
1493896543.0,abcnews.go.com,Venezuela street protests again turn deadly as overhaul of constitution begins
1493851925.0,abcnews.go.com,"Facebook says it will hire another 3,000 people to review videos of crime and suicides following murders shown live"
1493836119.0,abcnews.go.com,North Korean confirms detention of American citizen
1493840171.0,abcnews.go.com,Iranian state media says 40 to 50 people have been trapped in a coal mine following an explosion in the north of the country.
1493798663.0,abcnews.go.com,A desperate plea for help as four African nations near a famine crisis
1493810699.0,abcnews.go.com,Anger grows in South Korea over US anti-missile system
1493767793.0,abcnews.go.com,Uruguay is beginning to register people who want to legally buy marijuana at pharmacies as part of the world's first government-regulated national marketplace for pot.
1493783234.0,abcnews.go.com,"Powerful Saudi prince says no space for dialogue with rival Iran due to its Shiite ambitions ""to control the Islamic world."""
1493757260.0,abcnews.go.com,Czech Prime Minister Bohuslav Sobotka announces government resignation
1493702272.0,abcnews.go.com,Japan PM says he will initiate debate on new constitution
1493701998.0,abcnews.go.com,Conflict-related civilian casualties in Afghanistan reached record high in 2016
1493702358.0,abcnews.go.com,"Minibus overturns in Iran, killing 2 German tourists"
1493701973.0,abcnews.go.com,Canada defense minister sorry for exaggerating military role
1493661361.0,abcnews.go.com,Polish official suspended over image of Tusk as SS officer
1493661268.0,abcnews.go.com,Israel stops to honor fallen soldiers and terror victims
1493640497.0,abcnews.go.com,Poland police forcibly remove anti-nationalist protesters
1493656545.0,abcnews.go.com,Pentagon: 45 civilians killed by coalition strikes
1493651685.0,abcnews.go.com,The U.S.-led coalition has come under increasing scrutiny by monitoring groups regarding civilian casualties in the fight against the Islamic State group in Iraq
1493616563.0,abcnews.go.com,Germany's Merkel presses Saudi Arabia on refugees and rights
1493533772.0,abcnews.go.com,Russia flaunts Arctic expansion with new military bases
1493520473.0,abcnews.go.com,"Exercise can help offset effects of 'fat gene,' study finds. ""Decline in daily physical activity is thought to be a key contributor to the global obesity epidemic,"" the authors wrote"
1493513479.0,abcnews.go.com,"Secretary of State Rex Tillerson calls on UN Security Council to step up diplomatic, economic pressure on North Korea"
1493513523.0,abcnews.go.com,"The Islamic State group claimed responsibility for a bombing that targeted a police station in Baghdad's center Friday night, and Iraqi officials said the blast killed four people and wounded eight."
1493493997.0,abcnews.go.com,"NKorea official call U.S. efforts to get rid of his country's nuclear weapons through military threats and sanctions are ""a wild dream."""
1493448564.0,abcnews.go.com,"Police, indigenous in Brazil clash with tear gas and spears"
1493440325.0,abcnews.go.com,"Public transport largely came to a halt across much of Brazil as demonstrators blocked roads and clashed with police in a general strike to protest proposed changes to labor laws and the pension system. Millions stayed home , and thousands flooded the streets in anger"
1493434557.0,abcnews.go.com,Germany passes controversial security agreement with Egypt
1493433459.0,abcnews.go.com,"US talk about Koreas draws China silence, dispute from Seoul"
1493409122.0,abcnews.go.com,Tillerson says China asked North Korea to stop nuclear tests
1493413399.0,abcnews.go.com,Lawmakers attacked as protesters storm Macedonian parliament
1493361472.0,abcnews.go.com,The gang that blasted into an armored company's vault this week got away with $11.72 million in cash — the biggest heist in Paraguay's history. About 50 attackers armed with assault rifles used explosives to open the vault of the Prosegur company
1493342660.0,abcnews.go.com,Israel military says its Patriot Missile Defense system intercepted an incoming projectile from Syria over Golan Heights
1493351800.0,abcnews.go.com,EU official condemns violence in Macedonia
1493351757.0,abcnews.go.com,"Turkey's electoral authority releases final referendum tally, confirms narrow win for Erdogan's 'yes' camp"
1493354424.0,abcnews.go.com,Royals from Gulf Arab countries met on Thursday in Saudi Arabia to discuss regional security and try and formulate a unified voice on rival Iran.
1493354325.0,abcnews.go.com,Police in Scotland warn lawmakers over suspicious packages
1493280245.0,abcnews.go.com,Trump gives Pentagon authority to set troop levels in Syria and Iraq
1493290451.0,abcnews.go.com,"Russia criticized Turkey's airstrikes against Kurdish forces in Syria and Iraq, saying they hindered efforts to combat the Islamic State group, as Turkish troops and Syrian Kurdish fighters traded fire across the increasingly tense frontier."
1493290297.0,abcnews.go.com,Venezuela says it will initiate its withdrawal from the Organization of American States
1493235157.0,abcnews.go.com,US military begins installations of missile defenses in South Korea
1493232809.0,abcnews.go.com,"More than 700,000 granted asylum in EU in 2016"
1493231143.0,abcnews.go.com,China launches 1st domestically-made aircraft carrier
1493241053.0,abcnews.go.com,Merkel spokesman backs German FM in spat over Israel visit
1493196812.0,abcnews.go.com,Canadian leader responds to lumber tariffs imposed by the US
1493175407.0,abcnews.go.com,Canadian PM responds to lumber tariffs imposed by the US
1493176970.0,abcnews.go.com,"Turkey strikes Kurds in Iraq, Syria, drawing condemnation"
1493160876.0,abcnews.go.com,Police in Spain arrested 9 suspected members of a jihadi group in raids that might help resolve recent deadly attacks in Belgium and France.
1493129918.0,abcnews.go.com,Russia is believed to be the source of an influx of weapons to the Taliban in Afghanistan
1493088134.0,abcnews.go.com,Far-right presidential hopeful Marine Le Pen says she is temporarily stepping down as party's leader
1493022270.0,abcnews.go.com,"Antarctica is melting faster than originally thought, new study finds"
1493024864.0,abcnews.go.com,"Ryan: Russia probe will help US allies | ""One thing we know for certain is that Russia meddled in our election,"" Ryan said. ""This is a foreign country trying to meddle within the internal activities of a sovereign country or a democracy."""
1493004802.0,abcnews.go.com,North Korea detained a professor who is US citizen; at least 3rd American held
1492993758.0,abcnews.go.com,"United States remains vulnerable to North Korean cyber-attack, analysts say"
1492976528.0,abcnews.go.com,Human rights advocate found stabbed to death in the Maldives
1492933325.0,abcnews.go.com,"Mexico sees 2,020 killings in March, worst month since 2011"
1492898761.0,abcnews.go.com,Lithuanian Intelligence Service Helps Soldiers in Eastern Ukraine
1492832376.0,abcnews.go.com,Trump predicts Paris attack will have ‘big effect’ on French election
1492830492.0,abcnews.go.com,Son of Russian Parliament member sentenced in hacking case
1492818659.0,abcnews.go.com,US pilot ejects from jet approaching carrier headed for Korean peninsula
1492801048.0,abcnews.go.com,"After sex video, S. Korea accused of targeting gay soldiers"
1492801017.0,abcnews.go.com,2 dead after rail cars carrying logs hit work crew in Canada
1492801284.0,abcnews.go.com,"South Africa painting has Mandela, Zuma in apparent sex act"
1492801379.0,abcnews.go.com,"Filipino officials visit disputed isle, to build facilities"
1492798010.0,abcnews.go.com,Trump calls Canada's dairy trade policies a 'disgrace'
1492743328.0,abcnews.go.com,Iran state TV: Clerical body disqualifies Mahmoud Ahmadinejad from running in May presidential election
1492746873.0,abcnews.go.com,Supreme Court bans Jehovah's Witnesses in Russia
1492667886.0,abcnews.go.com,Israeli defense officials: Assad still has chemical weapons
1492665260.0,abcnews.go.com,53 arrested in Nigeria for celebrating gay wedding: Police
1492665351.0,abcnews.go.com,Canada police charge woman with smuggling refugees from US
1492665506.0,abcnews.go.com,Senior Israeli defense officials say Syria's Assad is still believed to possess up to 3 tons of chemical weapons
1492665074.0,abcnews.go.com,Mayor from western Venezuela city confirms 2nd death in anti-government protests
1492659326.0,abcnews.go.com,"After diplomatic talks today in Beijing, top diplomats from China and the EU pledged closer cooperation: EU foreign policy chief Mogherini and State Councilor Yang, China’s highest-ranking diplomat, announced to intensify cooperation ""for the benefit not only of our citizens, but also of the world"""
1492600549.0,abcnews.go.com,Trump administration says Iran complying with nuclear deal
1492544042.0,abcnews.go.com,UN rights chief alarmed over Burundi militia 'rape' song
1492496873.0,abcnews.go.com,Brazilian construction conglomerate Odebrecht was ordered to pay $2.6 billion in fines to settle charges it bribed officials in a dozen countries. The payout order was determined after a plea agreement was reached in December that Odebrecht could not afford to pay more than that amount
1492473819.0,abcnews.go.com,Trump warns North Korea to 'behave'
1492471788.0,abcnews.go.com,UN: Nearly half a million Iraqis have fled Mosul fighting
1492471722.0,abcnews.go.com,Small plane crashes next to Lisbon-area supermarket; 5 dead
1492471583.0,abcnews.go.com,Congo returns militia leader's body; new chief named
1492450292.0,abcnews.go.com,South Korean prosecutors indicted ex-President Park Geun-hye on high-profile corruption charges that could potentially send her to jail for life.
1492400995.0,abcnews.go.com,Hundreds march against far-right French presidential hopeful
1492400974.0,abcnews.go.com,South Sudan army denies charges its troops killed 14 in Raga
1492380258.0,abcnews.go.com,Trump ‘will take action’ to end any North Korea threat to US: top security adviser
1492378674.0,abcnews.go.com,The Latest: Japan protests N. Korean missile test attempt
1492379574.0,abcnews.go.com,High Alert | North Korea - Week Transcript
1492356928.0,abcnews.go.com,Pence lands in South Korea after North's failed launch
1492290480.0,abcnews.go.com,Iraq: IS launches chlorine gas attacks in western Mosul
1492265714.0,abcnews.go.com,Afghan official: massive US bomb dead toll rise to 94
1492265666.0,abcnews.go.com,World Food Program 'horrified' as South Sudan workers killed
1492265753.0,abcnews.go.com,Mexican journalist killed on Baja California peninsula
1492265688.0,abcnews.go.com,Syrians face catch-22 in mass evacuation: Their destination may be worse
1492268614.0,abcnews.go.com,Nigeria marks 3 years since 276 Chibok schoolgirls abducted by Boko Haram
1492260361.0,abcnews.go.com,"North Korea rolls out missiles, other weaponry at parade"
1492246516.0,abcnews.go.com,New leak suggests NSA penetrated Mideast banking networks
1492203772.0,abcnews.go.com,"Russia, Iran and Syria issue warning to US"
1492210924.0,abcnews.go.com,"Russia, Iran and Syria issue warning to US"
1492196986.0,abcnews.go.com,"N. Korean official: US more vicious, aggressive under Trump - ABC News"
1492201359.0,abcnews.go.com,"Russia, Iran and Syria issue warning to US"
1492155028.0,abcnews.go.com,Analysts identify #SyriaHoax as Russian-fueled propaganda
1492151065.0,abcnews.go.com,5 dead in Venezuela protests as movement gains steam
1492139929.0,abcnews.go.com,Kremlin: No positive shift yet on Russia-US ties
1492096218.0,abcnews.go.com,Former Australian foreign minister sharply criticizes Trump
1492096286.0,abcnews.go.com,Abbas seeks 'unprecedented' steps to end Palestinian split
1492078231.0,abcnews.go.com,AP Investigation: UN troops lured kids into Haiti sex ring
1492062201.0,abcnews.go.com,Arrest made in Germany soccer bus bombing
1492055318.0,abcnews.go.com,UN child sex ring left victims but no arrests
1492049068.0,abcnews.go.com,"Secretary of State Rex Tillerson says U.S.-Russia relations at a 'low point,' marked by low level of trust"
1491947040.0,abcnews.go.com,Iraq says Islamic State has lost most of the land it seized
1491906084.0,abcnews.go.com,Executions in China said to outpace world despite decline
1491854290.0,abcnews.go.com,Trump to sell attack planes to Nigeria for Boko Haram fight
1491835201.0,abcnews.go.com,Russia and Iran say U.S. 'crossed red lines' with strike on Syrian air base
1491830698.0,abcnews.go.com,Startups in Japan seeing ample cash but lack of innovators
1491782882.0,abcnews.go.com,Teen asylum-seeker ID'd as suspect in Norway explosive case
1491795074.0,abcnews.go.com,ISIS claims responsibility for 2 bombings in Egypt that killed scores of churchgoers on Palm Sunday
1491766721.0,abcnews.go.com,North Korea says Syria airstrikes prove its nukes justified - ABC News
1491771679.0,abcnews.go.com,ISIS claiming responsibility for two church bombings in Egypt that killed dozens
1491775335.0,abcnews.go.com,"Pope on Palm Sunday decries suffering from war, terrorism"
1491760771.0,abcnews.go.com,Berlin to see its first Jewish campus after the Holocaust
1491733934.0,abcnews.go.com,Guatemala brings charges in kids' home fire that killed 41
1491696540.0,abcnews.go.com,Turkey says US strikes 'cosmetic' if Assad stays in power
1495497188.0,aljazeera.com,Indonesian police detain 141 men over 'gay sex party'
1495480667.0,aljazeera.com,WHO travel costs 'outstrips' disease budget
1495475455.0,aljazeera.com,Bomb blast at Bangkok hospital injures 24
